mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_kernel,param_gamma,param_class_weight,param_C,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,mean_test_score,std_test_score,rank_test_score,params_str,fold
0.010070383548736572,0.0037855111670846036,0.018773138523101807,0.01185539968212723,linear,scale,,1.0,"{'kernel': 'linear', 'gamma': 'scale', 'class_weight': None, 'C': 1.0}",0.5263157894736842,0.9090909090909091,0.35714285714285715,0.2777777777777778,0.517581833371307,0.24320890636053652,6,"{""kernel"": ""linear"", ""gamma"": ""scale"", ""class_weight"": null, ""C"": 1.0}",15
0.013020634651184082,0.003942431541868237,0.013681948184967041,0.005347009724465774,linear,scale,,10.0,"{'kernel': 'linear', 'gamma': 'scale', 'class_weight': None, 'C': 10.0}",0.5263157894736842,0.9090909090909091,0.35714285714285715,0.2777777777777778,0.517581833371307,0.24320890636053652,6,"{""kernel"": ""linear"", ""gamma"": ""scale"", ""class_weight"": null, ""C"": 10.0}",15
0.01840496063232422,0.008930497609868467,0.01146465539932251,0.0019247683716730633,linear,scale,,0.1,"{'kernel': 'linear', 'gamma': 'scale', 'class_weight': None, 'C': 0.1}",0.5263157894736842,0.9090909090909091,0.35714285714285715,0.2777777777777778,0.517581833371307,0.24320890636053652,6,"{""kernel"": ""linear"", ""gamma"": ""scale"", ""class_weight"": null, ""C"": 0.1}",15
0.01840078830718994,0.0081152956729424,0.01673215627670288,0.0047639770743400965,linear,auto,,10.0,"{'kernel': 'linear', 'gamma': 'auto', 'class_weight': None, 'C': 10.0}",0.5263157894736842,0.9090909090909091,0.35714285714285715,0.2777777777777778,0.517581833371307,0.24320890636053652,6,"{""kernel"": ""linear"", ""gamma"": ""auto"", ""class_weight"": null, ""C"": 10.0}",15
0.011703968048095703,0.0067791904633890355,0.016832411289215088,0.009581940071480846,rbf,auto,,1.0,"{'kernel': 'rbf', 'gamma': 'auto', 'class_weight': None, 'C': 1.0}",0.7142857142857143,0.0,0.7894736842105263,0.0,0.37593984962406013,0.3768785273639741,10,"{""kernel"": ""rbf"", ""gamma"": ""auto"", ""class_weight"": null, ""C"": 1.0}",15
0.00933694839477539,0.0029818746571007738,0.019053518772125244,0.006287694822353021,rbf,scale,,1.0,"{'kernel': 'rbf', 'gamma': 'scale', 'class_weight': None, 'C': 1.0}",0.9523809523809523,0.8333333333333334,0.9375,0.5263157894736842,0.8123825187969924,0.17141109631819235,1,"{""kernel"": ""rbf"", ""gamma"": ""scale"", ""class_weight"": null, ""C"": 1.0}",15
0.014044523239135742,0.0013699550123265208,0.016287624835968018,0.0010701530515203404,rbf,scale,balanced,1.0,"{'kernel': 'rbf', 'gamma': 'scale', 'class_weight': 'balanced', 'C': 1.0}",0.9523809523809523,0.8333333333333334,0.9375,0.5263157894736842,0.8123825187969924,0.17141109631819235,1,"{""kernel"": ""rbf"", ""gamma"": ""scale"", ""class_weight"": ""balanced"", ""C"": 1.0}",15
0.007632911205291748,0.00303575239177569,0.011387169361114502,0.003883145203305638,rbf,scale,,0.1,"{'kernel': 'rbf', 'gamma': 'scale', 'class_weight': None, 'C': 0.1}",0.9090909090909091,0.8333333333333334,0.7894736842105263,0.0,0.6329744816586922,0.3679445086466034,5,"{""kernel"": ""rbf"", ""gamma"": ""scale"", ""class_weight"": null, ""C"": 0.1}",15
0.008519113063812256,0.0033906359280529113,0.009150922298431396,0.003108347803306541,rbf,scale,balanced,10.0,"{'kernel': 'rbf', 'gamma': 'scale', 'class_weight': 'balanced', 'C': 10.0}",0.75,0.8333333333333334,1.0,0.5263157894736842,0.7774122807017544,0.17064095196503865,4,"{""kernel"": ""rbf"", ""gamma"": ""scale"", ""class_weight"": ""balanced"", ""C"": 10.0}",15
0.009708940982818604,0.0034304536119219536,0.007458329200744629,0.0011895489907986414,rbf,scale,balanced,0.1,"{'kernel': 'rbf', 'gamma': 'scale', 'class_weight': 'balanced', 'C': 0.1}",0.9090909090909091,0.8333333333333334,0.9375,0.5,0.7949810606060606,0.1745117679032219,3,"{""kernel"": ""rbf"", ""gamma"": ""scale"", ""class_weight"": ""balanced"", ""C"": 0.1}",15
