mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_n_estimators,param_min_samples_split,param_min_samples_leaf,param_max_features,param_max_depth,param_criterion,param_class_weight,param_bootstrap,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,mean_test_score,std_test_score,rank_test_score,params_str
0.3797597289085388,0.007735052339891663,0.02246570587158203,0.00016420178509822398,100,5,4,sqrt,,gini,balanced,True,"{'n_estimators': 100, 'min_samples_split': 5, 'min_samples_leaf': 4, 'max_features': 'sqrt', 'max_depth': None, 'criterion': 'gini', 'class_weight': 'balanced', 'bootstrap': True}",0.7576177285318559,0.8351800554016621,0.8621883656509695,0.86001386001386,0.828750002399587,0.04241667978832246,83,"{""n_estimators"": 100, ""min_samples_split"": 5, ""min_samples_leaf"": 4, ""max_features"": ""sqrt"", ""max_depth"": null, ""criterion"": ""gini"", ""class_weight"": ""balanced"", ""bootstrap"": true}"
0.3528512716293335,0.0110129898359696,0.023205339908599854,0.00011621424690666866,100,2,1,sqrt,10,gini,balanced,True,"{'n_estimators': 100, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'max_depth': 10, 'criterion': 'gini', 'class_weight': 'balanced', 'bootstrap': True}",0.7818559556786704,0.8483379501385041,0.8926592797783934,0.8676368676368676,0.8476225133081089,0.041093298314873045,2,"{""n_estimators"": 100, ""min_samples_split"": 2, ""min_samples_leaf"": 1, ""max_features"": ""sqrt"", ""max_depth"": 10, ""criterion"": ""gini"", ""class_weight"": ""balanced"", ""bootstrap"": true}"
1.0894615054130554,0.06182204989864956,0.06664371490478516,0.005430128059484197,300,2,4,sqrt,10,gini,balanced,False,"{'n_estimators': 300, 'min_samples_split': 2, 'min_samples_leaf': 4, 'max_features': 'sqrt', 'max_depth': 10, 'criterion': 'gini', 'class_weight': 'balanced', 'bootstrap': False}",0.7777008310249308,0.8372576177285318,0.8885041551246537,0.8634788634788635,0.8417353668392449,0.04117211197478114,13,"{""n_estimators"": 300, ""min_samples_split"": 2, ""min_samples_leaf"": 4, ""max_features"": ""sqrt"", ""max_depth"": 10, ""criterion"": ""gini"", ""class_weight"": ""balanced"", ""bootstrap"": false}"
0.8040598630905151,0.07189631115553931,0.02477419376373291,0.0007228718720398864,100,10,4,,30,gini,balanced,False,"{'n_estimators': 100, 'min_samples_split': 10, 'min_samples_leaf': 4, 'max_features': None, 'max_depth': 30, 'criterion': 'gini', 'class_weight': 'balanced', 'bootstrap': False}",0.706371191135734,0.7094875346260388,0.7894736842105264,0.7914067914067914,0.7491848003447726,0.04127580626540635,252,"{""n_estimators"": 100, ""min_samples_split"": 10, ""min_samples_leaf"": 4, ""max_features"": null, ""max_depth"": 30, ""criterion"": ""gini"", ""class_weight"": ""balanced"", ""bootstrap"": false}"
0.4251452088356018,0.06771687659551612,0.02404952049255371,0.0015990854517800536,100,2,2,log2,10,gini,balanced,True,"{'n_estimators': 100, 'min_samples_split': 2, 'min_samples_leaf': 2, 'max_features': 'log2', 'max_depth': 10, 'criterion': 'gini', 'class_weight': 'balanced', 'bootstrap': True}",0.7590027700831025,0.8282548476454293,0.8552631578947368,0.8731808731808732,0.8289254122010354,0.043421907524715565,80,"{""n_estimators"": 100, ""min_samples_split"": 2, ""min_samples_leaf"": 2, ""max_features"": ""log2"", ""max_depth"": 10, ""criterion"": ""gini"", ""class_weight"": ""balanced"", ""bootstrap"": true}"
2.5219919681549072,0.1364779041867463,0.060600221157073975,0.0010559076310747578,300,5,2,,,gini,balanced,False,"{'n_estimators': 300, 'min_samples_split': 5, 'min_samples_leaf': 2, 'max_features': None, 'max_depth': None, 'criterion': 'gini', 'class_weight': 'balanced', 'bootstrap': False}",0.675207756232687,0.6866343490304709,0.7084487534626038,0.7896742896742897,0.7149912871000128,0.04474148210793136,283,"{""n_estimators"": 300, ""min_samples_split"": 5, ""min_samples_leaf"": 2, ""max_features"": null, ""max_depth"": null, ""criterion"": ""gini"", ""class_weight"": ""balanced"", ""bootstrap"": false}"
0.7277691960334778,0.06962116461142202,0.04413574934005737,0.002758509375939578,200,2,4,sqrt,10,entropy,,False,"{'n_estimators': 200, 'min_samples_split': 2, 'min_samples_leaf': 4, 'max_features': 'sqrt', 'max_depth': 10, 'criterion': 'entropy', 'class_weight': None, 'bootstrap': False}",0.7631578947368421,0.8421052631578947,0.8788088642659281,0.8697158697158698,0.8384469729691336,0.04552102415638732,33,"{""n_estimators"": 200, ""min_samples_split"": 2, ""min_samples_leaf"": 4, ""max_features"": ""sqrt"", ""max_depth"": 10, ""criterion"": ""entropy"", ""class_weight"": null, ""bootstrap"": false}"
0.7018249034881592,0.005005933645759568,0.04215818643569946,0.0013339030443380627,200,5,4,sqrt,,entropy,balanced,False,"{'n_estimators': 200, 'min_samples_split': 5, 'min_samples_leaf': 4, 'max_features': 'sqrt', 'max_depth': None, 'criterion': 'entropy', 'class_weight': 'balanced', 'bootstrap': False}",0.7721606648199446,0.8268698060941828,0.8753462603878116,0.8724878724878725,0.8367161509474529,0.04194121693950905,40,"{""n_estimators"": 200, ""min_samples_split"": 5, ""min_samples_leaf"": 4, ""max_features"": ""sqrt"", ""max_depth"": null, ""criterion"": ""entropy"", ""class_weight"": ""balanced"", ""bootstrap"": false}"
0.4684574007987976,0.010392248872903754,0.013866186141967773,0.0007294894593344029,50,5,1,,10,entropy,balanced,False,"{'n_estimators': 50, 'min_samples_split': 5, 'min_samples_leaf': 1, 'max_features': None, 'max_depth': 10, 'criterion': 'entropy', 'class_weight': 'balanced', 'bootstrap': False}",0.7347645429362879,0.6776315789473684,0.7617728531855955,0.7130977130977131,0.7218166720417413,0.030791583546191607,275,"{""n_estimators"": 50, ""min_samples_split"": 5, ""min_samples_leaf"": 1, ""max_features"": null, ""max_depth"": 10, ""criterion"": ""entropy"", ""class_weight"": ""balanced"", ""bootstrap"": false}"
1.3445442914962769,0.041004055529933664,0.04208749532699585,0.0008503366393242244,200,5,1,,5,gini,balanced,False,"{'n_estimators': 200, 'min_samples_split': 5, 'min_samples_leaf': 1, 'max_features': None, 'max_depth': 5, 'criterion': 'gini', 'class_weight': 'balanced', 'bootstrap': False}",0.6807479224376731,0.6679362880886427,0.7240304709141274,0.7463617463617465,0.7047691069505474,0.03175933581501258,288,"{""n_estimators"": 200, ""min_samples_split"": 5, ""min_samples_leaf"": 1, ""max_features"": null, ""max_depth"": 5, ""criterion"": ""gini"", ""class_weight"": ""balanced"", ""bootstrap"": false}"
