mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_n_estimators,param_min_samples_split,param_min_samples_leaf,param_max_features,param_max_depth,param_criterion,param_class_weight,param_bootstrap,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,mean_test_score,std_test_score,rank_test_score,params_str
0.34856992959976196,0.009259866320702534,0.0216522216796875,0.001337899649060441,100,5,4,sqrt,,gini,balanced,True,"{'n_estimators': 100, 'min_samples_split': 5, 'min_samples_leaf': 4, 'max_features': 'sqrt', 'max_depth': None, 'criterion': 'gini', 'class_weight': 'balanced', 'bootstrap': True}",0.8033240997229917,0.8102493074792244,0.8767313019390581,0.8128898128898129,0.8257986305077718,0.029612753046885223,153,"{""n_estimators"": 100, ""min_samples_split"": 5, ""min_samples_leaf"": 4, ""max_features"": ""sqrt"", ""max_depth"": null, ""criterion"": ""gini"", ""class_weight"": ""balanced"", ""bootstrap"": true}"
0.3586288094520569,0.0011952011400735076,0.0224916934967041,0.000761679320214424,100,2,1,sqrt,10,gini,balanced,True,"{'n_estimators': 100, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'max_depth': 10, 'criterion': 'gini', 'class_weight': 'balanced', 'bootstrap': True}",0.8348337950138504,0.799168975069252,0.8621883656509696,0.8246708246708246,0.8302154901012242,0.02257334114365348,117,"{""n_estimators"": 100, ""min_samples_split"": 2, ""min_samples_leaf"": 1, ""max_features"": ""sqrt"", ""max_depth"": 10, ""criterion"": ""gini"", ""class_weight"": ""balanced"", ""bootstrap"": true}"
1.1177122592926025,0.06220746912630673,0.07806986570358276,0.02515835578948088,300,2,4,sqrt,10,gini,balanced,False,"{'n_estimators': 300, 'min_samples_split': 2, 'min_samples_leaf': 4, 'max_features': 'sqrt', 'max_depth': 10, 'criterion': 'gini', 'class_weight': 'balanced', 'bootstrap': False}",0.8372576177285318,0.8227146814404432,0.8594182825484764,0.8309078309078308,0.8375746031563206,0.013624517741593277,50,"{""n_estimators"": 300, ""min_samples_split"": 2, ""min_samples_leaf"": 4, ""max_features"": ""sqrt"", ""max_depth"": 10, ""criterion"": ""gini"", ""class_weight"": ""balanced"", ""bootstrap"": false}"
0.7445483803749084,0.012902319418363263,0.026071488857269287,0.0016985614203294615,100,10,4,,30,gini,balanced,False,"{'n_estimators': 100, 'min_samples_split': 10, 'min_samples_leaf': 4, 'max_features': None, 'max_depth': 30, 'criterion': 'gini', 'class_weight': 'balanced', 'bootstrap': False}",0.7171052631578947,0.7790858725761773,0.7939750692520775,0.8125433125433126,0.7756773793823655,0.035833689132088946,250,"{""n_estimators"": 100, ""min_samples_split"": 10, ""min_samples_leaf"": 4, ""max_features"": null, ""max_depth"": 30, ""criterion"": ""gini"", ""class_weight"": ""balanced"", ""bootstrap"": false}"
0.3948845863342285,0.03040423328873956,0.028020203113555908,0.004319295570053981,100,2,2,log2,10,gini,balanced,True,"{'n_estimators': 100, 'min_samples_split': 2, 'min_samples_leaf': 2, 'max_features': 'log2', 'max_depth': 10, 'criterion': 'gini', 'class_weight': 'balanced', 'bootstrap': True}",0.8123268698060941,0.8116343490304709,0.8448753462603878,0.7997227997227997,0.8171398412049381,0.01677860775243746,192,"{""n_estimators"": 100, ""min_samples_split"": 2, ""min_samples_leaf"": 2, ""max_features"": ""log2"", ""max_depth"": 10, ""criterion"": ""gini"", ""class_weight"": ""balanced"", ""bootstrap"": true}"
2.3984708189964294,0.20598508089962872,0.05935591459274292,0.0010046880333021186,300,5,2,,,gini,balanced,False,"{'n_estimators': 300, 'min_samples_split': 5, 'min_samples_leaf': 2, 'max_features': None, 'max_depth': None, 'criterion': 'gini', 'class_weight': 'balanced', 'bootstrap': False}",0.7264542936288089,0.7804709141274238,0.7427285318559557,0.7875952875952876,0.759312256801869,0.025506294750735566,262,"{""n_estimators"": 300, ""min_samples_split"": 5, ""min_samples_leaf"": 2, ""max_features"": null, ""max_depth"": null, ""criterion"": ""gini"", ""class_weight"": ""balanced"", ""bootstrap"": false}"
0.7234101295471191,0.057468946152240956,0.057845234870910645,0.018249417234817912,200,2,4,sqrt,10,entropy,,False,"{'n_estimators': 200, 'min_samples_split': 2, 'min_samples_leaf': 4, 'max_features': 'sqrt', 'max_depth': 10, 'criterion': 'entropy', 'class_weight': None, 'bootstrap': False}",0.8282548476454293,0.8026315789473685,0.8614958448753463,0.8232848232848233,0.8289167736882419,0.02112146037453834,133,"{""n_estimators"": 200, ""min_samples_split"": 2, ""min_samples_leaf"": 4, ""max_features"": ""sqrt"", ""max_depth"": 10, ""criterion"": ""entropy"", ""class_weight"": null, ""bootstrap"": false}"
0.7048609852790833,0.01114868221056906,0.04112964868545532,0.0010735534904556864,200,5,4,sqrt,,entropy,balanced,False,"{'n_estimators': 200, 'min_samples_split': 5, 'min_samples_leaf': 4, 'max_features': 'sqrt', 'max_depth': None, 'criterion': 'entropy', 'class_weight': 'balanced', 'bootstrap': False}",0.8303324099722992,0.7929362880886427,0.8781163434903048,0.841995841995842,0.8358452208867722,0.0303983780169409,63,"{""n_estimators"": 200, ""min_samples_split"": 5, ""min_samples_leaf"": 4, ""max_features"": ""sqrt"", ""max_depth"": null, ""criterion"": ""entropy"", ""class_weight"": ""balanced"", ""bootstrap"": false}"
0.4538878798484802,0.017245218204886947,0.014307975769042969,0.0007062827376531815,50,5,1,,10,entropy,balanced,False,"{'n_estimators': 50, 'min_samples_split': 5, 'min_samples_leaf': 1, 'max_features': None, 'max_depth': 10, 'criterion': 'entropy', 'class_weight': 'balanced', 'bootstrap': False}",0.689404432132964,0.6987534626038782,0.6232686980609419,0.8229383229383229,0.7085912289340267,0.07214587132966749,298,"{""n_estimators"": 50, ""min_samples_split"": 5, ""min_samples_leaf"": 1, ""max_features"": null, ""max_depth"": 10, ""criterion"": ""entropy"", ""class_weight"": ""balanced"", ""bootstrap"": false}"
1.311886489391327,0.057373390916757326,0.0428546667098999,0.0006780053992799303,200,5,1,,5,gini,balanced,False,"{'n_estimators': 200, 'min_samples_split': 5, 'min_samples_leaf': 1, 'max_features': None, 'max_depth': 5, 'criterion': 'gini', 'class_weight': 'balanced', 'bootstrap': False}",0.7420360110803323,0.7766620498614958,0.7382271468144044,0.7761607761607762,0.7582714959792521,0.01819069625422678,263,"{""n_estimators"": 200, ""min_samples_split"": 5, ""min_samples_leaf"": 1, ""max_features"": null, ""max_depth"": 5, ""criterion"": ""gini"", ""class_weight"": ""balanced"", ""bootstrap"": false}"
0.553014874458313,0.011568642995380943,0.023002684116363525,0.0007688890200404532,100,10,1,,5,gini,,True,"{'n_estimators': 100, 'min_samples_split': 10, 'min_samples_leaf': 1, 'max_features': None, 'max_depth': 5, 'criterion': 'gini', 'class_weight': None, 'bootstrap': True}",0.8462603878116344,0.8220221606648199,0.8327562326869807,0.8142758142758143,0.8288286488598123,0.012014623522833381,136,"{""n_estimators"": 100, ""min_samples_split"": 10, ""min_samples_leaf"": 1, ""max_features"": null, ""max_depth"": 5, ""criterion"": ""gini"", ""class_weight"": null, ""bootstrap"": true}"
0.9268163442611694,0.03321260401491322,0.06279987096786499,0.0010481648054613607,300,5,4,sqrt,,gini,,False,"{'n_estimators': 300, 'min_samples_split': 5, 'min_samples_leaf': 4, 'max_features': 'sqrt', 'max_depth': None, 'criterion': 'gini', 'class_weight': None, 'bootstrap': False}",0.8386426592797784,0.8227146814404432,0.8649584487534625,0.8309078309078309,0.8393059050953787,0.015845261464941602,34,"{""n_estimators"": 300, ""min_samples_split"": 5, ""min_samples_leaf"": 4, ""max_features"": ""sqrt"", ""max_depth"": null, ""criterion"": ""gini"", ""class_weight"": null, ""bootstrap"": false}"
1.0453969240188599,0.00658671741734268,0.06377619504928589,0.0012830637922774388,300,10,1,sqrt,10,gini,balanced,False,"{'n_estimators': 300, 'min_samples_split': 10, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'max_depth': 10, 'criterion': 'gini', 'class_weight': 'balanced', 'bootstrap': False}",0.8372576177285318,0.8047091412742383,0.868421052631579,0.8364518364518364,0.8367099120215463,0.022527829188318232,57,"{""n_estimators"": 300, ""min_samples_split"": 10, ""min_samples_leaf"": 1, ""max_features"": ""sqrt"", ""max_depth"": 10, ""criterion"": ""gini"", ""class_weight"": ""balanced"", ""bootstrap"": false}"
0.3438090682029724,0.009318903579114841,0.02417886257171631,0.001382313269857053,100,5,4,sqrt,10,gini,balanced,False,"{'n_estimators': 100, 'min_samples_split': 5, 'min_samples_leaf': 4, 'max_features': 'sqrt', 'max_depth': 10, 'criterion': 'gini', 'class_weight': 'balanced', 'bootstrap': False}",0.8303324099722992,0.8227146814404432,0.8552631578947368,0.8343728343728344,0.8356707709200785,0.012061349622435753,64,"{""n_estimators"": 100, ""min_samples_split"": 5, ""min_samples_leaf"": 4, ""max_features"": ""sqrt"", ""max_depth"": 10, ""criterion"": ""gini"", ""class_weight"": ""balanced"", ""bootstrap"": false}"
0.969578742980957,0.00914983822902227,0.06279891729354858,0.0003874698536084536,300,10,4,log2,,gini,balanced,False,"{'n_estimators': 300, 'min_samples_split': 10, 'min_samples_leaf': 4, 'max_features': 'log2', 'max_depth': None, 'criterion': 'gini', 'class_weight': 'balanced', 'bootstrap': False}",0.8303324099722992,0.8047091412742383,0.8601108033240998,0.8101178101178101,0.8263175411721119,0.02172244214363241,147,"{""n_estimators"": 300, ""min_samples_split"": 10, ""min_samples_leaf"": 4, ""max_features"": ""log2"", ""max_depth"": null, ""criterion"": ""gini"", ""class_weight"": ""balanced"", ""bootstrap"": false}"
0.18370860815048218,0.0014430465885690211,0.015198349952697754,0.0005894923957410854,50,10,4,sqrt,20,entropy,balanced,False,"{'n_estimators': 50, 'min_samples_split': 10, 'min_samples_leaf': 4, 'max_features': 'sqrt', 'max_depth': 20, 'criterion': 'entropy', 'class_weight': 'balanced', 'bootstrap': False}",0.8088642659279778,0.8130193905817175,0.8753462603878116,0.8281358281358282,0.8313414362583338,0.026398963113809973,100,"{""n_estimators"": 50, ""min_samples_split"": 10, ""min_samples_leaf"": 4, ""max_features"": ""sqrt"", ""max_depth"": 20, ""criterion"": ""entropy"", ""class_weight"": ""balanced"", ""bootstrap"": false}"
0.5651438236236572,0.009262978077706445,0.042757272720336914,0.0024165681544133185,200,5,1,log2,5,gini,,False,"{'n_estimators': 200, 'min_samples_split': 5, 'min_samples_leaf': 1, 'max_features': 'log2', 'max_depth': 5, 'criterion': 'gini', 'class_weight': None, 'bootstrap': False}",0.8026315789473684,0.778393351800554,0.8635734072022161,0.8018018018018018,0.811600034937985,0.03154502260639828,212,"{""n_estimators"": 200, ""min_samples_split"": 5, ""min_samples_leaf"": 1, ""max_features"": ""log2"", ""max_depth"": 5, ""criterion"": ""gini"", ""class_weight"": null, ""bootstrap"": false}"
0.7289525270462036,0.008748559278241197,0.04515337944030762,0.0017580546459468986,200,10,2,log2,20,gini,balanced,True,"{'n_estimators': 200, 'min_samples_split': 10, 'min_samples_leaf': 2, 'max_features': 'log2', 'max_depth': 20, 'criterion': 'gini', 'class_weight': 'balanced', 'bootstrap': True}",0.8102493074792244,0.7873961218836566,0.8642659279778393,0.7934857934857935,0.8138492877066285,0.030287123306836205,205,"{""n_estimators"": 200, ""min_samples_split"": 10, ""min_samples_leaf"": 2, ""max_features"": ""log2"", ""max_depth"": 20, ""criterion"": ""gini"", ""class_weight"": ""balanced"", ""bootstrap"": true}"
0.6767598390579224,0.004979016246156437,0.04531228542327881,0.0005471809106789336,200,10,2,sqrt,20,entropy,,False,"{'n_estimators': 200, 'min_samples_split': 10, 'min_samples_leaf': 2, 'max_features': 'sqrt', 'max_depth': 20, 'criterion': 'entropy', 'class_weight': None, 'bootstrap': False}",0.8469529085872577,0.7977839335180055,0.8531855955678671,0.8336798336798337,0.8329005678382411,0.02146354986803902,89,"{""n_estimators"": 200, ""min_samples_split"": 10, ""min_samples_leaf"": 2, ""max_features"": ""sqrt"", ""max_depth"": 20, ""criterion"": ""entropy"", ""class_weight"": null, ""bootstrap"": false}"
