n_estimators,learning_rate,minibatch_frac,col_sample,natural_gradient,max_depth,min_samples_split,min_samples_leaf,fold,inner_mean_f1
100,0.05,1.0,0.8,False,5,5,1,13,0.7535714285714286
100,0.05,1.0,0.8,True,5,2,1,13,0.0
100,0.01,1.0,1.0,False,5,2,1,13,0.7392857142857143
500,0.01,1.0,1.0,False,7,2,1,13,0.7392857142857143
500,0.01,1.0,0.5,False,7,5,2,13,0.7777777777777777
100,0.05,1.0,1.0,False,3,5,1,13,0.7392857142857143
500,0.01,1.0,1.0,False,3,2,1,13,0.7416666666666667
300,0.1,1.0,0.5,True,7,5,1,13,0.0
500,0.05,1.0,0.8,False,3,2,2,13,0.7138888888888889
100,0.05,1.0,1.0,False,3,5,1,13,0.7392857142857143
500,0.01,1.0,1.0,True,5,5,2,13,0.16666666666666666
100,0.01,1.0,0.8,False,5,2,1,13,0.7059523809523809
500,0.1,1.0,0.5,False,5,2,2,13,0.8166666666666667
500,0.05,1.0,0.8,True,5,2,2,13,0.0
300,0.1,1.0,0.5,False,3,5,1,13,0.7833333333333333
100,0.1,1.0,0.8,False,5,2,2,13,0.7555555555555555
500,0.1,1.0,0.5,True,5,5,1,13,0.0
100,0.01,1.0,1.0,True,5,5,1,13,0.16666666666666666
100,0.1,1.0,1.0,False,5,2,2,13,0.7555555555555555
300,0.05,1.0,1.0,False,3,5,2,13,0.7317460317460317
