n_estimators,learning_rate,minibatch_frac,col_sample,natural_gradient,max_depth,min_samples_split,min_samples_leaf,fold,inner_mean_f1
100,0.1,1.0,1.0,True,3,5,1,6,0.0
100,0.1,1.0,0.8,True,3,2,1,6,0.0
300,0.05,1.0,0.8,True,7,5,2,6,0.0
300,0.01,1.0,0.5,False,3,5,1,6,0.6303571428571428
500,0.01,1.0,0.8,False,3,5,2,6,0.6970238095238095
100,0.01,1.0,1.0,False,5,5,2,6,0.6970238095238095
500,0.05,1.0,1.0,False,5,2,1,6,0.6970238095238095
100,0.01,1.0,0.8,False,5,5,1,6,0.6970238095238095
100,0.01,1.0,0.5,True,7,5,2,6,0.0
300,0.1,1.0,1.0,True,5,2,1,6,0.0
300,0.01,1.0,1.0,False,3,5,2,6,0.6970238095238095
300,0.01,1.0,0.8,True,7,5,1,6,0.0
300,0.1,1.0,1.0,True,7,5,1,6,0.0
100,0.1,1.0,0.5,True,7,5,1,6,0.0
100,0.05,1.0,0.5,False,3,5,1,6,0.788888888888889
500,0.1,1.0,0.8,True,3,5,1,6,0.0
100,0.01,1.0,0.8,False,5,2,1,6,0.6303571428571428
500,0.1,1.0,0.5,False,7,5,2,6,0.6095238095238095
500,0.05,1.0,0.8,True,5,2,1,6,0.0
500,0.01,1.0,0.5,False,5,5,1,6,0.6970238095238095
