n_estimators,learning_rate,minibatch_frac,col_sample,natural_gradient,max_depth,min_samples_split,min_samples_leaf,fold,inner_mean_f1
300,0.1,1.0,0.8,False,3,2,2,4,0.8017857142857143
500,0.01,1.0,0.8,False,3,2,1,4,0.777056277056277
100,0.1,1.0,1.0,False,7,2,2,4,0.8285714285714286
100,0.1,1.0,1.0,False,7,2,2,4,0.8285714285714286
300,0.05,1.0,0.8,True,3,2,1,4,0.0
500,0.01,1.0,0.8,True,3,5,1,4,0.0
500,0.05,1.0,0.5,False,7,2,2,4,0.7208333333333333
300,0.01,1.0,1.0,True,3,5,2,4,0.2
300,0.1,1.0,0.5,False,5,5,1,4,0.7651515151515151
500,0.01,1.0,0.8,True,7,2,2,4,0.0
100,0.05,1.0,1.0,True,5,2,1,4,0.0
500,0.05,1.0,0.8,False,3,2,1,4,0.7026515151515151
500,0.1,1.0,0.8,False,5,2,1,4,0.7026515151515151
300,0.1,1.0,1.0,True,3,5,2,4,0.0
500,0.05,1.0,1.0,False,3,2,2,4,0.8285714285714286
300,0.05,1.0,0.8,False,7,5,1,4,0.7026515151515151
500,0.05,1.0,1.0,True,5,2,1,4,0.0
500,0.05,1.0,1.0,False,7,2,2,4,0.8285714285714286
300,0.1,1.0,0.8,False,7,2,2,4,0.8017857142857143
300,0.1,1.0,0.8,False,5,2,2,4,0.8017857142857143
