mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_n_estimators,param_min_samples_split,param_max_depth,param_class_weight,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,mean_test_score,std_test_score,rank_test_score,params_str,fold
0.2991177439689636,0.0037551998296260856,0.022102177143096924,0.0006152738328512345,100,10,,,"{'n_estimators': 100, 'min_samples_split': 10, 'max_depth': None, 'class_weight': None}",0.75,0.9375,0.75,0.5833333333333334,0.7552083333333334,0.12532509807829129,16,"{""n_estimators"": 100, ""min_samples_split"": 10, ""max_depth"": null, ""class_weight"": null}",15
0.1534997820854187,0.006184493992467977,0.01613593101501465,0.0031083533517954017,50,2,2,balanced,"{'n_estimators': 50, 'min_samples_split': 2, 'max_depth': 2, 'class_weight': 'balanced'}",0.6875,0.875,1.0,0.5,0.765625,0.18944305707784595,5,"{""n_estimators"": 50, ""min_samples_split"": 2, ""max_depth"": 2, ""class_weight"": ""balanced""}",15
0.29915958642959595,0.0034036235216051394,0.022734642028808594,0.0009366490918203879,100,2,2,balanced,"{'n_estimators': 100, 'min_samples_split': 2, 'max_depth': 2, 'class_weight': 'balanced'}",0.8125,0.875,0.8333333333333334,0.5,0.7552083333333334,0.14905300022139775,16,"{""n_estimators"": 100, ""min_samples_split"": 2, ""max_depth"": 2, ""class_weight"": ""balanced""}",15
0.1498662829399109,0.0007991363351897463,0.014056146144866943,0.0005692598789925463,50,5,2,balanced,"{'n_estimators': 50, 'min_samples_split': 5, 'max_depth': 2, 'class_weight': 'balanced'}",0.75,0.875,0.9166666666666666,0.5,0.7604166666666666,0.16237976320958225,8,"{""n_estimators"": 50, ""min_samples_split"": 5, ""max_depth"": 2, ""class_weight"": ""balanced""}",15
0.2975485920906067,0.005880776306179986,0.022922992706298828,0.0015885394894235218,100,5,2,balanced,"{'n_estimators': 100, 'min_samples_split': 5, 'max_depth': 2, 'class_weight': 'balanced'}",0.8125,0.875,0.75,0.5,0.734375,0.14235052467412967,29,"{""n_estimators"": 100, ""min_samples_split"": 5, ""max_depth"": 2, ""class_weight"": ""balanced""}",15
0.1536279320716858,0.006785015342699608,0.014353334903717041,0.0005234183128158372,50,10,2,balanced,"{'n_estimators': 50, 'min_samples_split': 10, 'max_depth': 2, 'class_weight': 'balanced'}",0.75,0.75,0.9166666666666666,0.5,0.7291666666666666,0.14877975892797604,32,"{""n_estimators"": 50, ""min_samples_split"": 10, ""max_depth"": 2, ""class_weight"": ""balanced""}",15
0.2991485595703125,0.0030705771217012907,0.022116780281066895,0.0005679991653421649,100,10,2,balanced,"{'n_estimators': 100, 'min_samples_split': 10, 'max_depth': 2, 'class_weight': 'balanced'}",0.8125,0.9375,0.6666666666666666,0.5833333333333334,0.75,0.13581671677505516,26,"{""n_estimators"": 100, ""min_samples_split"": 10, ""max_depth"": 2, ""class_weight"": ""balanced""}",15
0.1513107419013977,0.0067794964505730046,0.014341950416564941,0.00023568761884505357,50,2,4,balanced,"{'n_estimators': 50, 'min_samples_split': 2, 'max_depth': 4, 'class_weight': 'balanced'}",0.75,0.75,0.9166666666666666,0.6666666666666667,0.7708333333333333,0.09081039465709732,4,"{""n_estimators"": 50, ""min_samples_split"": 2, ""max_depth"": 4, ""class_weight"": ""balanced""}",15
0.2932758927345276,0.004934492872593965,0.021959424018859863,0.0005208549078591741,100,2,4,balanced,"{'n_estimators': 100, 'min_samples_split': 2, 'max_depth': 4, 'class_weight': 'balanced'}",0.8125,0.8125,0.8333333333333333,0.5833333333333334,0.7604166666666666,0.10259226876870939,8,"{""n_estimators"": 100, ""min_samples_split"": 2, ""max_depth"": 4, ""class_weight"": ""balanced""}",15
0.15341311693191528,0.0010633350670886212,0.014744460582733154,0.00034358960346906486,50,5,4,balanced,"{'n_estimators': 50, 'min_samples_split': 5, 'max_depth': 4, 'class_weight': 'balanced'}",0.75,0.75,0.9166666666666666,0.5833333333333334,0.75,0.11785113019775789,26,"{""n_estimators"": 50, ""min_samples_split"": 5, ""max_depth"": 4, ""class_weight"": ""balanced""}",15
0.2999817728996277,0.0037330508626878434,0.023652493953704834,0.0008372830657248932,100,5,4,balanced,"{'n_estimators': 100, 'min_samples_split': 5, 'max_depth': 4, 'class_weight': 'balanced'}",0.875,0.75,0.8333333333333333,0.5833333333333334,0.7604166666666666,0.11170630515378756,8,"{""n_estimators"": 100, ""min_samples_split"": 5, ""max_depth"": 4, ""class_weight"": ""balanced""}",15
0.14823246002197266,0.005928522574680702,0.014406561851501465,0.0002461757265875902,50,10,4,balanced,"{'n_estimators': 50, 'min_samples_split': 10, 'max_depth': 4, 'class_weight': 'balanced'}",0.6875,0.75,1.0,0.5833333333333334,0.7552083333333334,0.15335866525349434,16,"{""n_estimators"": 50, ""min_samples_split"": 10, ""max_depth"": 4, ""class_weight"": ""balanced""}",15
0.2940725088119507,0.0018155778345543747,0.022829055786132812,0.00030925619362241177,100,10,4,balanced,"{'n_estimators': 100, 'min_samples_split': 10, 'max_depth': 4, 'class_weight': 'balanced'}",0.75,0.9375,0.75,0.5833333333333334,0.7552083333333334,0.12532509807829129,16,"{""n_estimators"": 100, ""min_samples_split"": 10, ""max_depth"": 4, ""class_weight"": ""balanced""}",15
0.14951640367507935,0.004889279728484921,0.01447969675064087,0.0002140751496637443,50,2,,balanced,"{'n_estimators': 50, 'min_samples_split': 2, 'max_depth': None, 'class_weight': 'balanced'}",0.78125,0.75,0.9583333333333333,0.6666666666666667,0.7890625,0.10632528990934163,1,"{""n_estimators"": 50, ""min_samples_split"": 2, ""max_depth"": null, ""class_weight"": ""balanced""}",15
0.2975654602050781,0.0037981652050970444,0.0227358341217041,0.0002725609288160246,100,2,,balanced,"{'n_estimators': 100, 'min_samples_split': 2, 'max_depth': None, 'class_weight': 'balanced'}",0.8125,0.78125,0.8333333333333333,0.5833333333333334,0.7526041666666666,0.09947098570200143,24,"{""n_estimators"": 100, ""min_samples_split"": 2, ""max_depth"": null, ""class_weight"": ""balanced""}",15
0.14818274974822998,0.0021501875653141787,0.014601647853851318,0.0002267777677728703,50,5,,balanced,"{'n_estimators': 50, 'min_samples_split': 5, 'max_depth': None, 'class_weight': 'balanced'}",0.75,0.8125,0.9166666666666666,0.5833333333333334,0.765625,0.12091861214837393,5,"{""n_estimators"": 50, ""min_samples_split"": 5, ""max_depth"": null, ""class_weight"": ""balanced""}",15
0.2352479100227356,0.05425515435819157,0.01705247163772583,0.005279672544122042,100,5,,balanced,"{'n_estimators': 100, 'min_samples_split': 5, 'max_depth': None, 'class_weight': 'balanced'}",0.875,0.75,0.8333333333333333,0.5833333333333334,0.7604166666666666,0.11170630515378756,8,"{""n_estimators"": 100, ""min_samples_split"": 5, ""max_depth"": null, ""class_weight"": ""balanced""}",15
0.14696800708770752,0.007787531495779154,0.012975037097930908,0.0026929918580499324,50,10,,balanced,"{'n_estimators': 50, 'min_samples_split': 10, 'max_depth': None, 'class_weight': 'balanced'}",0.6875,0.75,1.0,0.5833333333333334,0.7552083333333334,0.15335866525349434,16,"{""n_estimators"": 50, ""min_samples_split"": 10, ""max_depth"": null, ""class_weight"": ""balanced""}",15
0.21733993291854858,0.06635028421398778,0.01397097110748291,0.004790844106338156,100,10,,balanced,"{'n_estimators': 100, 'min_samples_split': 10, 'max_depth': None, 'class_weight': 'balanced'}",0.75,0.9375,0.75,0.5833333333333334,0.7552083333333334,0.12532509807829129,16,"{""n_estimators"": 100, ""min_samples_split"": 10, ""max_depth"": null, ""class_weight"": ""balanced""}",15
